,Folder,File,Settings,Toolchain,Message,Runtime (ns),Allocated memory end (bytes),Peak memory consumption (bytes),Overall iterations,Overall time,Minimization time,Initial property automaton Locations,Initial property automaton Edges,Initial RCFG Locations,Initial RCFG Edges,Initial product Locations,Initial product Edges,Optimized Product Locations,Optimized Product Edges,Trivial modules,Deterministic modules,Nondeterministic modules,Remainer module,Avg Locs trivial modules,Avg Locs deterministic modules,Avg Locs nondeterministic modules
,bugs,Bug_AssumeFalse.c,Default-LBE-Multi+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],877346711,427819008,7312520.0,2,197140801,6914730,2,4,18,25,27,57,14,28,1,0,0,-,3.0,0.0,0.0
,bugs,Bug_AssumeFalse.c,Default-LBE-Multi+SBE+SimplifyAssumesSBE.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],167350158.0,493355008,5127640.0,2,45666299,459700,2,4,18,25,27,57,14,28,1,0,0,-,3.0,0.0,0.0
,bugs,Bug_AssumeFalse.c,Default-LBE-Multi+SBE.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],145008352.0,490733568,6494976.0,2,46662241,438318,2,4,18,25,27,57,14,28,1,0,0,-,3.0,0.0,0.0
,bugs,Bug_AssumeFalse.c,Default-LBE-Multi.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],131250733.0,464519168,8212368.0,2,35366900,576014,2,4,18,25,27,57,14,28,1,0,0,-,3.0,0.0,0.0
,bugs,Bug_AssumeFalse.c,Default-LBE-SNME.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],114115714.0,483917824,6836824.0,2,33130838,552494,2,4,18,25,27,57,17,29,1,0,0,-,3.0,0.0,0.0
,bugs,Bug_AssumeFalse.c,Default-LBE-Single.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],98887056.0,464519168,6836824.0,2,27396786,353648,2,4,18,25,27,57,17,29,1,0,0,-,3.0,0.0,0.0
,bugs,Bug_AssumeFalse.c,None+SBE+SimplifyAssumesSBE.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],142598245.0,478150656,8210504.0,3,61504324,8623955,2,4,18,25,27,57,27,57,2,0,0,-,2.5,0.0,0.0
,bugs,Bug_AssumeFalse.c,None+SBE.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],122505761.0,464519168,8204552.0,3,48134134,2433197,2,4,18,25,27,57,27,57,2,0,0,-,2.5,0.0,0.0
,bugs,Bug_AssumeFalse.c,None.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property F(G(A)) holds],98854557.0,473956352,6837088.0,3,31365593,1719916,2,4,18,25,27,57,27,57,2,0,0,-,2.5,0.0,0.0
,bugs,Bug_DNF.c,Default-LBE-Multi+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property G(F(A)) holds],2678010473.0,470286336,1.043574E+8,11,2592396961,299137561,2,3,15,22,22,39,11,21,4,0,6,-,5.5,0.0,4.5
