[2017-09-11 11:46:12,021 INFO  L168              Benchmark]: Toolchain (without parser) took 3690.92 ms. Allocated memory was 356.5 MB in the beginning and 372.8 MB in the end (delta: 16.3 MB). Free memory was 279.1 MB in the beginning and 289.9 MB in the end (delta: -10.8 MB). Peak memory consumption was 68.0 MB. Max. memory is 7.6 GB.
[2017-09-11 11:46:12,021 INFO  L168              Benchmark]: Boogie PL CUP Parser took 0.04 ms. Allocated memory is still 356.5 MB. Free memory was 280.8 MB in the beginning and 280.8 MB in the end (delta: 29.8 kB). Peak memory consumption was 29.8 kB. Max. memory is 7.6 GB.
[2017-09-11 11:46:12,022 INFO  L168              Benchmark]: Boogie Preprocessor took 7.85 ms. Allocated memory is still 356.5 MB. Free memory was 278.9 MB in the beginning and 277.8 MB in the end (delta: 1.1 MB). Peak memory consumption was 1.1 MB. Max. memory is 7.6 GB.
[2017-09-11 11:46:12,022 INFO  L168              Benchmark]: RCFGBuilder took 136.32 ms. Allocated memory is still 356.5 MB. Free memory was 277.7 MB in the beginning and 257.7 MB in the end (delta: 20.0 MB). Peak memory consumption was 20.0 MB. Max. memory is 7.6 GB.
[2017-09-11 11:46:12,022 INFO  L168              Benchmark]: TraceAbstraction took 3543.32 ms. Allocated memory was 356.5 MB in the beginning and 372.8 MB in the end (delta: 16.3 MB). Free memory was 257.5 MB in the beginning and 289.9 MB in the end (delta: -32.4 MB). Peak memory consumption was 46.4 MB. Max. memory is 7.6 GB.
[2017-09-11 11:46:12,022 INFO  L344   ainManager$Toolchain]: #######################  End [Toolchain 1] #######################
[2017-09-11 11:46:12,023 INFO  L137             ResultUtil]:  --- Results ---
[2017-09-11 11:46:12,023 INFO  L139             ResultUtil]:  * Results from de.uni_freiburg.informatik.ultimate.plugins.generator.traceabstraction:
[2017-09-11 11:46:12,023 INFO  L164             ResultUtil]:   - PositiveResult [Line: 195]: assertion always holds
[2017-09-11 11:46:12,023 INFO  L168             ResultUtil]:     For all program executions holds that assertion always holds at this location
[2017-09-11 11:46:12,023 INFO  L164             ResultUtil]:   - PositiveResult [Line: 336]: procedure precondition always holds
[2017-09-11 11:46:12,023 INFO  L168             ResultUtil]:     For all program executions holds that procedure precondition always holds at this location
[2017-09-11 11:46:12,023 INFO  L164             ResultUtil]:   - PositiveResult [Line: 211]: assertion always holds
[2017-09-11 11:46:12,023 INFO  L168             ResultUtil]:     For all program executions holds that assertion always holds at this location
[2017-09-11 11:46:12,023 INFO  L164             ResultUtil]:   - PositiveResult [Line: 336]: procedure precondition always holds
[2017-09-11 11:46:12,023 INFO  L168             ResultUtil]:     For all program executions holds that procedure precondition always holds at this location
[2017-09-11 11:46:12,023 INFO  L164             ResultUtil]:   - PositiveResult [Line: 336]: procedure precondition always holds
[2017-09-11 11:46:12,023 INFO  L168             ResultUtil]:     For all program executions holds that procedure precondition always holds at this location
