,Folder,File,Settings,Toolchain,Message,Runtime (ns),Allocated memory end (bytes),Peak memory consumption (bytes),Overall iterations,Overall time,Minimization time,Initial property automaton Locations,Initial property automaton Edges,Initial RCFG Locations,Initial RCFG Edges,Initial product Locations,Initial product Edges,Optimized Product Locations,Optimized Product Edges,Trivial modules,Deterministic modules,Nondeterministic modules,Remainer module,Avg Locs trivial modules,Avg Locs deterministic modules,Avg Locs nondeterministic modules
,coolant,coolant_basis_1_neg.c,Default-LBE-Multi+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,2803093759,3.4865152E+8,113310768,4,1448369618,63050708,2,3,72,94,148,245,39,76,2,0,1,Nonterminating,3.0,0.0,4.0
,coolant,coolant_basis_1_neg.c,Default-LBE-Multi+SBE+SASBE+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,1061218604.0,392691712,146211568,4,800954245,29229461,2,3,72,95,148,248,40,79,2,0,1,Nonterminating,3.0,0.0,4.0
,coolant,coolant_basis_1_neg.c,Default-LBE-Multi+SBE+SASBE.epf,LTLAutomizerC.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,902290682.0,3.6438016E+8,1.4528656E+8,4,679341031,17940786,2,3,72,95,148,248,40,79,2,1,0,Nonterminating,3.5,4.0,0.0
,coolant,coolant_basis_1_neg.c,Default-LBE-Multi.epf,LTLAutomizerC.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,814498047.0,386924544,144196016,3,637203306,11962640,2,3,72,94,148,245,39,76,1,1,0,Nonterminating,4.0,4.0,0.0
,coolant,coolant_basis_1_safe_sfty.c,Default-LBE-Multi+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property G((A ==> G(A))) holds],265979535.0,3.6438016E+8,19314096,3,112598046,6201019,3,5,72,94,214,406,118,270,2,0,0,-,3.0,0.0,0.0
,coolant,coolant_basis_1_safe_sfty.c,Default-LBE-Multi+SBE+SASBE+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property G((A ==> G(A))) holds],259217491.0,380633088,22538136,3,92812124,4906550,3,5,72,95,214,411,119,277,2,0,0,-,3.0,0.0,0.0
,coolant,coolant_basis_1_safe_sfty.c,Default-LBE-Multi+SBE+SASBE.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property G((A ==> G(A))) holds],246120437.0,3.6438016E+8,23267128,3,89882695,5463231,3,5,72,95,214,411,119,277,2,0,0,-,3.0,0.0,0.0
,coolant,coolant_basis_1_safe_sfty.c,Default-LBE-Multi.epf,LTLAutomizerC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: Buchi Automizer proved that the LTL property G((A ==> G(A))) holds],217873690.0,376438784,22533072,3,91199551,5230335,3,5,72,94,214,406,118,270,2,0,0,-,3.0,0.0,0.0
,coolant,coolant_basis_1_unsafe_sfty.c,Default-LBE-Multi+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,631859029.0,3.6438016E+8,152245064,4,508012405,16217946,2,3,73,95,150,248,39,74,2,0,1,Nonterminating,3.0,0.0,4.0
,coolant,coolant_basis_1_unsafe_sfty.c,Default-LBE-Multi+SBE+SASBE+NondetBuchi.epf,LTLAutomizerC.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,596622351.0,375390208,141830104,4,437705791,17191973,2,3,73,96,150,251,40,77,2,0,1,Nonterminating,3.0,0.0,4.0
